0.01,3.9731,0,10,0,-1,1
0.02,3.9934,0,10,0,-1,1
0.03,4.0137,0,10,0,-1,1
0.04,4.034,0,10,0,-1,1
0.05,4.0543,0,10,0,-1,1
0.06,4.0746,0,10,0,-1,1
0.07,4.0949,0,10,0,-1,1
0.08,4.1152,0,10,0,-1,1
0.09,4.1355,0,10,0,-1,1
0.1,4.1558,0,10,0,-1,1
0.11,4.1761,0,10,0,-1,1
0.12,4.1964,0,10,0,-1,1
0.13,4.2167,0,10,0,-1,1
0.14,4.237,0,10,0,-1,1
0.15,4.2573,0,10,0,-1,1
0.16,4.2776,0,10,0,-1,1
0.17,4.2979,0,10,0,-1,1
0.18,4.3182,0,10,0,-1,1
0.19,4.3385,0,10,0,-1,1
0.2,4.3588,0,10,0,-1,1
0.21,4.3791,0,10,0,-1,1
0.22,4.3994,0,10,0,-1,1
0.23,4.4197,0,10,0,-1,1
0.24,4.44,0,10,0,-1,1
0.25,4.4603,0,10,0,-1,1
0.26,4.4805,0,10,0,-1,1
0.27,4.5008,0,10,0,-1,1
0.28,4.5211,0,10,0,-1,1
0.29,4.5414,0,10,0,-1,1
0.3,4.5617,0,10,0,-1,1
0.31,4.582,0,10,0,-1,1
0.32,4.6023,0,10,0,-1,1
0.33,4.6226,0,10,0,-1,1
0.34,4.6429,0,10,0,-1,1
0.35,4.6632,0,10,0,-1,1
0.36,4.6835,0,10,0,-1,1
0.37,4.7038,0,10,0,-1,1
0.38,4.7241,0,10,0,-1,1
0.39,4.7444,0,10,0,-1,1
0.4,4.7647,0,10,0,-1,1
0.41,4.785,0,10,0,-1,1
0.42,4.8053,0,10,0,-1,1
0.43,4.8256,0,10,0,-1,1
0.44,4.8459,0,10,0,-1,1
0.45,4.8662,0,10,0,-1,1
0.46,4.8865,0,10,0,-1,1
0.47,4.9068,0,10,0,-1,1
0.48,4.9271,0,10,0,-1,1
0.49,4.9474,0,10,0,-1,1
0.5,4.9677,0,10,0,-1,1
0.51,4.988,0,10,0,-1,1
0.52,5.0082,0,10,0,-1,1
0.53,5.0285,0,10,0,-1,1
0.54,5.0488,0,10,0,-1,1
0.55,5.0691,0,10,0,-1,1
0.56,5.0894,0,10,0,-1,1
0.57,5.1097,0,10,0,-1,1
0.58,5.13,0,10,0,-1,1
0.59,5.1503,0,10,0,-1,1
0.6,5.1706,0,10,0,-1,1
0.61,5.1909,0,10,0,-1,1
0.62,5.2112,0,10,0,-1,1
0.63,5.2315,0,10,0,-1,1
0.64,5.2518,0,10,0,-1,1
0.65,5.2721,0,10,0,-1,1
0.66,5.2924,0,10,0,-1,1
0.67,5.3127,0,10,0,-1,1
0.68,5.333,0,10,0,-1,1
0.69,5.3533,0,10,0,-1,1
0.7,5.3736,0,10,0,-1,1
0.71,5.3939,0,10,0,-1,1
0.72,5.4142,0,10,0,-1,1
0.73,5.4345,0,10,0,-1,1
0.74,5.4548,0,10,0,-1,1
0.75,5.4751,0,10,0,-1,1
0.76,5.4954,0,10,0,-1,1
0.77,5.5157,0,10,0,-1,1
0.78,5.5359,0,10,0,-1,1
0.79,5.5562,0,10,0,-1,1
0.8,5.5765,0,10,0,-1,1
0.81,5.5968,0,10,0,-1,1
0.82,5.6171,0,10,0,-1,1
0.83,5.6374,0,10,0,-1,1
0.84,5.6577,0,10,0,-1,1
0.85,5.678,0,10,0,-1,1
0.86,5.6983,0,10,0,-1,1
0.87,5.7186,0,10,0,-1,1
0.88,5.7389,0,10,0,-1,1
0.89,5.7592,0,10,0,-1,1
0.9,5.7795,0,10,0,-1,1
0.91,5.7998,0,10,0,-1,1
0.92,5.8201,0,10,0,-1,1
0.93,5.8404,0,10,0,-1,1
0.94,5.8607,0,10,0,-1,1
0.95,5.881,0,10,0,-1,1
0.96,5.9013,0,10,0,-1,1
0.97,5.9216,0,10,0,-1,1
0.98,5.9419,0,10,0,-1,1
0.99,5.9622,0,10,0,-1,1
1,5.9825,0,10,0,-1,1
1.01,6.0028,0,10,0,-1,1
1.02,6.0231,0,10,0,-1,1
1.03,6.0434,0,10,0,-1,1
1.04,6.0636,0,10,0,-1,1
1.05,6.0839,0,10,0,-1,1
1.06,6.1042,0,10,0,-1,1
1.07,6.1245,0,10,0,-1,1
1.08,6.1448,0,10,0,-1,1
1.09,6.1651,0,10,0,-1,1
1.1,6.1854,0,10,0,-1,1
1.11,6.2057,0,10,0,-1,1
1.12,6.226,0,10,0,-1,1
1.13,6.2463,0,10,0,-1,1
1.14,6.2666,0,10,0,-1,1
1.15,6.2869,0,10,0,-1,1
1.16,6.3072,0,10,0,-1,1
1.17,6.3275,0,10,0,-1,1
1.18,6.3478,0,10,0,-1,1
1.19,6.3681,0,10,0,-1,1
1.2,6.3884,0,10,0,-1,1
1.21,6.4087,0,10,0,-1,1
1.22,6.429,0,10,0,-1,1
1.23,6.4493,0,10,0,-1,1
1.24,6.4696,0,10,0,-1,1
1.25,6.4899,0,10,0,-1,1
1.26,6.5102,0,10,0,-1,1
1.27,6.5305,0,10,0,-1,1
1.28,6.5508,0,10,0,-1,1
1.29,6.5711,0,10,0,-1,1
1.3,6.5913,0,10,0,-1,1
1.31,6.6116,0,10,0,-1,1
1.32,6.6319,0,10,0,-1,1
1.33,6.6522,0,10,0,-1,1
1.34,6.6725,0,10,0,-1,1
1.35,6.6928,0,10,0,-1,1
1.36,6.7131,0,10,0,-1,1
1.37,6.7334,0,10,0,-1,1
1.38,6.7537,0,10,0,-1,1
1.39,6.774,0,10,0,-1,1
1.4,6.7943,0,10,0,-1,1
1.41,6.8146,0,10,0,-1,1
1.42,6.8349,0,10,0,-1,1
1.43,6.8552,0,10,0,-1,1
1.44,6.8755,0,10,0,-1,1
1.45,6.8958,0,10,0,-1,1
1.46,6.9161,0,10,0,-1,1
1.47,6.9364,0,10,0,-1,1
1.48,6.9567,0,10,0,-1,1
1.49,6.977,0,10,0,-1,1
1.5,6.9973,0,10,0,-1,1
1.51,6.9699,0,10,0,-1,1
1.52,6.9426,0,10,0,-1,1
1.53,6.9152,0,10,0,-1,1
1.54,6.8878,0,10,0,-1,1
1.55,6.8605,0,10,0,-1,1
1.56,6.8331,0,10,0,-1,1
1.57,6.8058,0,10,0,-1,1
1.58,6.7784,0,10,0,-1,1
1.59,6.7511,0,10,0,-1,1
1.6,6.7237,0,10,0,-1,1
1.61,6.6963,0,10,0,-1,1
1.62,6.669,0,10,0,-1,1
1.63,6.6416,0,10,0,-1,1
1.64,6.6143,0,10,0,-1,1
1.65,6.5869,0,10,0,-1,1
1.66,6.5596,0,10,0,-1,1
1.67,6.5322,0,10,0,-1,1
1.68,6.5048,0,10,0,-1,1
1.69,6.4775,0,10,0,-1,1
1.7,6.4501,0,10,0,-1,1
1.71,6.4228,0,10,0,-1,1
1.72,6.3954,0,10,0,-1,1
1.73,6.368,0,10,0,-1,1
1.74,6.3407,0,10,0,-1,1
